,reducermaxSizeInFlight,shufflefilebuffer,shufflesortbypassMergeThreshold,speculationinterval,speculationmultiplier,speculationquantile,broadcastblockSize,iocompressionsnappyblockSize,kryoserializerbuffermax,kryoserializerbuffer,drivermemory,executormemory,networktimeout,localitywait,taskmaxFailures,shufflecompress,memoryfraction,shufflespillcompress,broadcastcompress,memorystorageFraction
780,110,75,530,870,3,1.0,88,39,52,74,12,10,340,5,3,1,0.6,1,0,0.5
781,80,84,660,350,5,0.8999999999999999,84,40,26,46,9,13,200,6,5,0,0.7,0,0,0.7
782,80,89,320,800,3,0.6,64,118,38,128,10,14,360,9,8,1,0.7,1,1,0.5
783,46,97,860,730,3,0.8999999999999999,108,115,46,76,9,15,440,1,4,1,0.8999999999999999,1,1,0.7
784,118,33,800,820,5,0.7,120,78,32,110,6,15,360,6,6,0,0.6,0,0,0.7999999999999999
785,47,27,510,380,2,0.6,8,25,72,122,11,7,300,1,1,0,0.6,0,0,0.7999999999999999
786,91,104,940,800,3,1.0,126,62,56,30,10,13,80,10,2,1,1.0,0,1,0.8999999999999999
787,28,93,300,430,4,1.0,62,78,70,78,7,14,400,8,6,0,0.5,0,1,1.0
788,78,69,140,530,1,0.7,58,60,96,70,11,14,480,7,6,1,0.5,1,0,1.0
789,24,91,550,760,2,0.7,50,65,66,108,10,9,380,2,3,1,0.6,1,0,1.0
790,73,118,450,150,1,0.7,46,73,106,104,7,13,280,2,8,0,0.6,1,1,0.6
791,114,88,620,770,5,0.7,2,124,56,92,11,14,340,9,3,1,0.5,1,0,0.5
792,65,64,940,290,4,0.8999999999999999,8,58,34,128,9,14,200,3,4,0,0.6,1,1,1.0
793,41,39,780,130,4,1.0,126,32,48,58,11,10,160,3,5,0,0.6,1,1,0.7
794,48,39,440,680,2,0.7999999999999999,28,72,110,102,11,6,260,6,2,1,0.8999999999999999,0,0,1.0
795,30,83,640,640,3,0.5,4,65,96,78,6,16,120,8,3,0,0.6,0,1,0.7999999999999999
796,110,39,290,360,2,1.0,14,36,106,54,9,13,120,1,6,0,0.7,0,0,0.7999999999999999
797,122,50,430,440,2,0.7999999999999999,4,24,102,32,9,12,20,8,4,1,0.5,0,1,0.8999999999999999
798,128,75,610,340,5,0.7999999999999999,92,99,102,60,6,16,460,1,2,0,0.6,1,0,0.5
799,44,61,760,880,5,0.5,4,77,128,100,11,10,120,7,1,1,0.7,1,1,0.7999999999999999
800,114,65,770,670,3,0.5,92,86,54,48,6,7,380,1,5,1,1.0,1,1,0.8999999999999999
801,105,99,150,340,4,0.7999999999999999,42,37,24,64,6,8,100,4,5,1,0.7999999999999999,1,1,1.0
802,32,124,330,240,4,0.8999999999999999,64,97,104,124,10,14,260,9,8,1,0.7,0,0,0.6
803,92,32,500,800,1,0.8999999999999999,8,118,62,126,7,15,340,7,6,1,1.0,1,0,0.6
804,64,25,650,560,1,0.5,98,32,66,64,8,16,380,2,8,0,0.6,1,0,0.7
805,76,42,100,190,3,0.7,110,121,110,108,6,14,180,2,8,1,0.7999999999999999,1,1,1.0
806,100,62,930,1000,1,0.7999999999999999,8,96,114,126,12,14,440,3,1,1,0.7999999999999999,1,0,1.0
807,69,82,170,730,5,0.7999999999999999,48,37,24,128,6,14,120,2,6,0,0.7,0,1,0.7
808,87,26,940,830,4,0.7999999999999999,50,124,122,24,7,15,280,9,6,0,1.0,1,1,0.6
809,81,126,320,170,3,0.7,94,93,48,82,11,8,220,8,1,1,0.8999999999999999,0,1,0.6
810,80,43,590,230,3,0.7,110,123,44,88,12,7,440,7,7,1,0.5,0,0,0.7
811,59,113,890,450,1,0.5,68,114,44,46,7,15,240,9,8,1,0.7,0,0,0.7999999999999999
812,60,126,140,650,2,0.7999999999999999,110,55,46,52,12,11,400,8,1,0,0.7999999999999999,1,0,0.8999999999999999
813,77,56,960,940,4,0.8999999999999999,64,54,40,76,6,13,380,4,7,1,0.6,1,1,0.6
814,24,126,480,450,1,0.7999999999999999,2,122,32,110,12,9,120,4,8,1,1.0,0,1,0.7
815,80,123,520,820,1,0.7,20,120,78,26,10,11,240,10,3,0,1.0,1,0,0.7999999999999999
816,119,39,320,420,3,0.7,4,118,44,56,12,10,320,9,4,1,0.5,1,0,0.8999999999999999
817,56,97,220,280,4,0.5,26,113,32,52,8,8,20,7,2,1,0.8999999999999999,0,1,0.6
818,103,46,430,750,4,0.5,40,50,30,54,7,10,500,1,7,0,1.0,1,1,0.7
819,88,70,580,560,4,0.5,64,102,42,68,8,7,40,10,4,1,0.8999999999999999,0,1,0.6
820,106,96,110,250,5,1.0,2,85,114,106,7,11,240,7,3,0,0.6,0,0,0.8999999999999999
821,46,72,550,790,4,0.5,112,88,102,116,8,9,420,10,6,1,0.7999999999999999,0,0,0.7999999999999999
822,68,104,240,390,1,0.7,124,39,26,34,11,12,200,4,1,0,1.0,0,0,0.7999999999999999
823,73,77,170,900,2,1.0,108,119,80,82,12,11,480,8,1,1,0.7,0,1,1.0
824,51,86,840,500,4,0.6,92,50,84,52,6,11,180,8,4,0,0.7,1,1,0.7
825,79,24,580,730,1,1.0,12,40,88,24,10,13,460,9,4,1,0.5,1,0,0.6
826,77,103,470,730,1,0.6,112,120,70,24,7,14,220,2,4,0,0.7999999999999999,0,1,1.0
827,94,24,100,700,1,0.7999999999999999,10,94,106,124,7,7,380,4,1,1,0.8999999999999999,0,0,0.8999999999999999
828,103,103,340,230,1,0.7,2,52,74,58,11,16,80,2,1,1,0.6,1,0,0.7999999999999999
829,124,124,340,580,4,0.7,68,56,116,80,11,10,280,8,2,0,0.8999999999999999,0,0,0.7999999999999999
830,79,33,150,160,3,1.0,10,108,52,88,8,12,340,9,8,0,0.5,1,1,0.7999999999999999
831,109,123,990,700,3,0.6,88,94,68,68,8,14,200,10,2,0,0.7,0,0,0.8999999999999999
832,82,123,230,320,3,1.0,68,77,78,84,11,14,180,7,5,1,0.5,1,0,0.6
833,40,104,110,510,3,0.7,114,66,126,66,8,16,300,8,6,1,0.7999999999999999,1,1,0.5
834,114,54,890,430,1,0.6,30,73,112,76,10,12,40,6,3,0,0.7,1,0,0.7
835,44,29,320,740,1,0.6,94,44,114,62,10,16,480,7,2,1,0.6,0,1,0.6
836,33,101,450,420,4,0.7999999999999999,114,99,76,70,9,15,320,6,3,1,1.0,0,1,1.0
837,60,52,800,670,5,0.6,24,27,102,48,11,7,20,7,4,1,0.5,0,1,0.7
838,27,45,860,800,5,0.8999999999999999,40,59,76,34,8,14,260,4,5,0,0.7,0,1,0.7999999999999999
839,25,122,860,670,1,0.7999999999999999,34,90,54,114,11,13,320,4,4,1,0.6,1,1,0.5
840,114,65,390,120,2,1.0,82,79,76,46,7,16,320,2,8,0,0.7,1,1,0.7
841,93,69,600,870,1,0.7,26,112,62,38,7,10,340,7,5,1,0.7999999999999999,0,0,0.6
842,87,77,780,340,2,0.6,98,50,80,46,8,11,420,9,3,0,0.5,1,0,0.5
843,127,123,610,450,2,0.7,4,76,94,24,11,8,80,4,6,1,0.7999999999999999,1,1,0.7999999999999999
844,62,28,290,870,5,0.8999999999999999,76,43,62,68,8,13,300,3,4,1,0.6,0,1,0.7
845,70,92,160,900,4,0.5,102,84,116,90,10,6,40,2,2,0,1.0,0,1,0.6
846,68,64,750,230,5,0.6,2,110,60,24,11,11,60,6,1,0,0.7999999999999999,0,1,0.7
847,102,92,250,430,2,0.7,112,83,34,44,11,15,60,8,5,1,0.5,1,0,0.7999999999999999
848,71,60,650,750,3,0.7999999999999999,88,98,56,48,6,6,300,10,3,1,0.6,0,0,1.0
849,73,24,800,650,4,0.5,122,103,50,84,8,11,160,2,6,0,0.7,1,1,0.5
850,55,109,140,510,5,1.0,2,47,48,50,7,10,80,8,8,1,0.6,0,0,0.6
851,82,27,490,940,1,0.6,118,38,110,56,7,11,180,7,2,0,0.5,0,1,1.0
852,74,91,960,360,2,0.7,10,85,72,50,7,8,380,4,2,1,0.7999999999999999,0,0,0.8999999999999999
853,119,122,850,430,5,0.6,128,80,36,80,12,10,420,9,5,1,1.0,1,0,0.5
854,118,62,580,390,4,0.6,80,95,46,48,7,10,200,1,1,1,0.6,0,1,0.7
855,92,76,510,740,2,1.0,54,51,66,60,8,16,320,2,7,0,0.7,0,0,0.7999999999999999
856,36,77,620,710,5,0.5,64,39,40,120,12,13,100,8,3,1,0.7,1,0,0.7
857,82,126,300,770,5,0.7999999999999999,6,41,38,24,11,10,180,6,8,1,1.0,1,0,0.6
858,77,34,110,300,3,0.8999999999999999,18,36,84,84,12,12,120,6,5,1,1.0,0,1,0.8999999999999999
859,89,39,1000,520,2,0.7,32,65,54,58,9,14,360,8,6,0,0.8999999999999999,1,1,0.6
860,49,128,230,200,2,0.7999999999999999,98,57,62,122,9,9,300,1,8,1,0.6,1,1,0.7
861,82,103,290,400,1,0.7999999999999999,18,103,124,64,8,6,420,3,7,1,0.7999999999999999,1,1,1.0
862,80,32,730,440,5,0.7999999999999999,50,112,90,96,8,14,260,1,7,1,0.5,1,0,0.7999999999999999
863,83,37,460,780,4,0.6,14,30,74,122,11,7,180,10,7,0,0.8999999999999999,1,0,0.8999999999999999
864,26,65,800,810,4,0.7,122,46,56,106,6,15,400,10,4,0,0.7,0,1,0.5
865,98,79,1000,490,2,0.7999999999999999,76,53,84,68,6,10,20,8,5,1,0.7,1,0,0.5
866,99,99,280,470,2,0.8999999999999999,2,75,68,126,11,14,400,1,8,0,0.6,0,0,0.7
867,100,93,660,230,4,0.7,82,91,42,74,9,11,200,6,3,1,0.8999999999999999,1,1,0.7999999999999999
868,116,120,730,260,2,0.6,16,79,104,92,9,9,240,9,6,0,0.7,0,0,0.8999999999999999
869,117,40,200,590,4,1.0,54,115,84,118,7,10,60,7,7,0,0.6,0,1,0.8999999999999999
870,48,52,140,310,1,0.7999999999999999,128,79,126,124,8,13,440,2,5,0,0.6,0,0,0.7999999999999999
871,67,125,870,170,4,0.8999999999999999,92,117,120,80,7,7,500,1,7,0,0.7999999999999999,1,0,0.6
872,126,67,410,380,3,1.0,126,75,52,84,11,8,40,5,8,1,0.6,0,1,0.8999999999999999
873,60,57,570,730,2,0.8999999999999999,120,69,98,94,10,12,300,2,3,1,0.6,1,0,0.7
874,91,65,900,620,4,0.8999999999999999,118,102,86,120,12,15,300,3,7,1,0.7,1,1,0.7999999999999999
875,76,39,900,700,1,0.6,64,65,116,54,6,10,500,8,4,0,0.6,1,1,0.6
876,68,99,260,600,4,0.5,76,118,100,30,7,14,140,3,5,1,0.7999999999999999,1,1,0.8999999999999999
877,26,74,400,170,4,0.5,72,85,96,68,10,14,260,5,2,0,0.5,0,1,0.8999999999999999
878,47,95,280,630,4,0.6,76,92,50,26,8,8,400,5,2,0,1.0,1,0,0.7
879,95,69,950,350,2,0.7,70,122,78,50,10,8,120,1,8,0,0.7,1,1,0.5
880,100,64,300,440,1,0.6,4,117,102,62,8,14,40,10,5,0,0.8999999999999999,1,1,0.5
881,47,82,930,220,5,0.7999999999999999,2,125,44,68,8,6,100,1,8,1,0.7999999999999999,1,0,0.8999999999999999
882,73,39,260,800,2,0.7999999999999999,68,118,32,82,10,14,460,1,1,0,0.6,0,0,0.6
883,71,40,390,800,2,0.7999999999999999,102,75,128,76,7,12,40,5,5,1,0.8999999999999999,1,1,0.7
884,41,78,520,220,5,0.7,60,59,72,40,10,10,200,7,7,1,0.6,1,1,0.8999999999999999
885,111,53,100,290,5,0.8999999999999999,96,28,26,58,12,10,80,2,6,0,0.7999999999999999,0,0,0.7999999999999999
886,99,41,120,590,4,0.6,40,98,54,48,11,10,300,6,6,0,0.8999999999999999,0,1,0.6
887,65,126,390,370,4,1.0,112,79,128,58,7,11,180,8,7,1,0.7999999999999999,0,1,1.0
888,83,67,710,480,1,0.6,12,69,36,80,12,7,120,8,6,0,0.7999999999999999,1,1,0.7999999999999999
889,76,77,130,450,2,0.7,116,101,62,38,11,15,140,9,1,0,0.5,0,1,0.7999999999999999
890,34,81,650,540,2,0.7999999999999999,114,25,62,102,6,7,300,2,4,0,0.7999999999999999,0,1,0.8999999999999999
891,47,83,720,310,3,0.7999999999999999,116,44,28,26,11,14,500,8,8,1,0.8999999999999999,0,0,0.8999999999999999
892,97,74,380,700,4,0.5,14,126,46,26,11,12,320,5,3,1,0.6,1,1,0.8999999999999999
893,45,75,920,360,3,0.6,114,89,76,26,7,9,340,10,8,1,1.0,0,0,0.7
894,91,106,480,360,1,1.0,68,54,108,100,11,13,480,10,3,0,0.6,1,0,0.7
895,95,83,160,350,3,0.7999999999999999,38,57,70,26,8,7,400,1,8,0,0.5,1,1,0.7999999999999999
896,72,80,130,570,4,0.7,32,125,70,82,10,6,300,7,2,1,0.6,0,0,1.0
897,29,91,550,610,4,0.6,120,53,124,64,12,12,420,8,4,0,0.7999999999999999,0,0,0.7999999999999999
898,115,68,500,920,2,1.0,84,89,62,48,12,7,320,6,5,1,1.0,1,0,0.7999999999999999
899,83,67,610,160,1,0.5,28,49,84,28,7,13,220,7,5,1,0.7999999999999999,0,1,0.7
900,127,102,430,770,5,0.5,2,102,68,126,7,8,240,8,4,1,1.0,0,1,0.8999999999999999
901,72,56,270,360,5,0.7999999999999999,62,56,92,114,7,10,140,8,4,0,1.0,0,0,0.7999999999999999
902,39,85,840,630,3,0.6,42,30,34,26,11,14,80,4,8,0,0.7999999999999999,1,1,0.6
903,54,113,880,100,4,0.8999999999999999,10,77,38,28,8,7,160,1,8,0,0.5,1,0,1.0
904,43,93,410,800,5,0.6,34,70,40,110,7,14,380,7,3,1,0.5,1,0,0.7
905,106,25,470,950,3,0.8999999999999999,116,46,58,92,10,7,120,3,5,1,0.8999999999999999,1,1,0.5
906,84,87,460,400,3,0.6,100,97,80,90,7,14,60,5,1,1,0.8999999999999999,1,0,1.0
907,126,58,810,280,4,0.7999999999999999,96,108,64,72,8,6,500,4,3,1,0.7999999999999999,1,0,0.7
908,66,44,690,530,3,0.7999999999999999,14,54,98,126,9,7,300,9,6,0,0.7999999999999999,1,0,0.5
909,39,115,690,150,1,0.8999999999999999,26,81,54,36,12,14,280,9,5,1,0.5,1,1,0.5
910,123,39,550,770,1,0.6,8,60,82,52,11,15,40,10,4,0,0.7,0,1,0.7999999999999999
911,36,116,890,600,1,0.7,104,126,86,86,6,10,100,6,3,0,0.7,1,0,0.7999999999999999
912,102,58,770,360,5,0.8999999999999999,74,30,48,92,7,10,420,10,2,0,0.6,0,1,0.6
913,60,67,270,260,1,0.7999999999999999,74,76,58,88,8,15,240,8,3,0,0.8999999999999999,0,0,0.8999999999999999
914,35,102,410,560,3,1.0,60,34,36,40,12,9,460,7,4,1,0.6,0,0,1.0
915,76,26,390,530,4,0.7,6,100,24,114,12,6,280,5,8,0,0.5,1,0,0.5
916,55,42,370,550,5,0.7999999999999999,88,121,70,66,12,12,200,2,8,1,0.7999999999999999,0,0,1.0
917,57,87,260,940,1,0.7,18,123,128,60,8,9,500,6,4,0,0.7999999999999999,0,1,0.6
918,70,81,710,140,4,0.7,110,31,56,78,12,16,260,3,5,1,0.5,1,0,0.5
919,56,108,660,920,5,0.5,120,103,86,66,7,15,420,8,5,0,1.0,0,0,1.0
920,87,40,350,430,3,1.0,90,84,38,76,10,10,220,4,3,0,0.7999999999999999,0,1,1.0
921,65,73,910,960,5,1.0,16,108,62,28,7,10,220,4,4,1,0.8999999999999999,0,0,1.0
922,103,100,710,900,3,0.5,42,117,36,50,9,16,380,3,1,0,1.0,0,0,0.8999999999999999
923,105,27,1000,260,2,0.6,66,38,124,122,11,9,480,5,4,0,1.0,1,0,0.7
924,78,38,520,230,5,0.7999999999999999,66,97,98,94,9,13,120,9,2,0,0.7,1,0,0.7999999999999999
925,70,48,140,150,5,0.7999999999999999,28,72,98,124,9,16,100,5,7,1,0.8999999999999999,1,1,1.0
926,32,88,850,860,1,0.5,76,108,56,90,10,8,360,3,3,0,0.5,0,1,0.6
927,54,110,500,530,3,0.7999999999999999,112,101,100,28,6,9,200,4,3,0,0.6,0,1,0.5
928,92,69,830,150,5,0.7999999999999999,6,86,64,106,6,8,360,4,6,1,0.8999999999999999,1,1,0.8999999999999999
929,45,73,140,800,3,0.7999999999999999,64,43,50,44,11,14,120,3,4,0,0.7999999999999999,0,0,0.7999999999999999
930,54,38,320,360,3,0.7999999999999999,58,118,100,122,10,15,480,7,7,0,0.8999999999999999,0,0,0.7999999999999999
931,86,111,560,730,4,0.6,42,108,48,100,10,9,200,6,1,1,0.5,0,1,0.8999999999999999
932,76,62,600,880,4,0.5,82,121,84,32,12,10,440,4,1,0,0.5,0,1,0.7999999999999999
933,115,105,540,550,2,0.7999999999999999,126,104,34,34,11,7,480,7,3,1,0.7999999999999999,1,0,0.6
934,63,125,580,720,1,0.5,22,54,90,92,9,14,380,4,7,0,0.5,0,1,0.8999999999999999
935,39,110,440,690,3,0.7,82,85,34,40,9,7,120,9,8,0,0.8999999999999999,1,1,0.7999999999999999
936,107,49,1000,390,1,0.6,4,87,68,66,6,9,60,4,2,0,0.7999999999999999,1,1,1.0
937,44,94,870,530,2,0.7,58,44,50,108,7,14,300,8,4,0,1.0,1,0,0.5
938,32,115,430,780,3,1.0,36,38,90,60,10,7,200,1,6,0,0.6,1,0,0.6
939,119,68,630,990,2,0.7999999999999999,102,73,38,42,8,7,220,2,8,1,0.5,0,0,0.7
940,50,102,680,210,2,0.6,94,66,66,72,12,10,380,4,7,0,0.5,0,0,1.0
941,99,36,700,810,5,0.7,50,104,30,60,11,8,20,10,5,1,0.5,1,1,0.7999999999999999
942,24,51,790,280,1,0.7999999999999999,56,105,50,64,6,7,140,5,6,0,0.7,0,0,1.0
943,46,107,220,410,4,0.6,90,45,114,84,9,11,280,5,7,1,0.6,0,0,0.7999999999999999
944,105,29,770,380,4,0.5,68,105,80,50,6,6,60,4,3,1,0.7,0,0,0.7
945,84,123,310,190,2,0.6,116,61,120,124,12,12,340,6,3,1,0.7999999999999999,1,0,0.7999999999999999
946,47,95,580,190,4,0.5,110,116,126,66,11,13,180,10,2,1,1.0,0,0,0.7999999999999999
947,111,75,230,770,1,0.7,100,43,102,100,11,15,340,7,7,1,0.5,1,0,0.7
948,66,114,260,930,3,0.7999999999999999,92,59,110,98,9,7,480,6,5,1,1.0,0,0,0.8999999999999999
949,65,118,350,370,1,0.7,48,60,98,30,7,12,360,10,8,0,0.5,0,1,0.8999999999999999
950,76,89,250,250,4,0.7,100,78,42,74,12,6,460,2,7,0,0.7999999999999999,1,1,0.8999999999999999
951,104,59,670,650,1,1.0,70,73,86,70,6,12,180,8,7,1,0.7999999999999999,0,0,0.7
952,41,29,420,620,2,0.7999999999999999,18,105,80,110,9,7,60,4,5,1,1.0,0,1,0.6
953,54,111,730,560,3,0.7999999999999999,92,104,94,50,8,12,80,5,8,0,0.5,1,1,0.7
954,56,65,790,110,3,0.8999999999999999,42,127,54,82,6,11,340,4,3,0,0.6,0,0,0.7
955,95,121,530,750,1,0.6,26,62,40,118,11,13,500,8,6,1,1.0,1,0,1.0
956,128,72,210,840,4,1.0,120,50,96,102,12,9,240,6,5,1,0.7,0,0,0.8999999999999999
957,31,124,840,760,3,1.0,26,79,104,80,12,11,180,2,7,0,0.7,0,1,0.7
958,115,29,240,1000,2,1.0,96,104,112,106,12,11,220,3,2,1,1.0,1,1,0.7
959,113,83,310,860,4,0.7,84,91,66,110,9,11,160,2,2,1,0.7,1,1,0.8999999999999999
960,83,105,690,170,4,0.8999999999999999,52,92,100,40,8,15,180,6,8,0,0.7999999999999999,0,0,0.7999999999999999
961,100,99,310,780,5,1.0,54,59,98,30,9,11,80,2,4,0,0.5,0,1,1.0
962,68,110,750,470,5,0.5,22,66,58,122,10,10,20,8,5,0,0.5,1,1,0.6
963,62,107,830,990,5,0.8999999999999999,94,84,64,100,8,10,160,1,5,1,0.6,1,0,0.6
964,63,83,160,290,3,0.7,48,87,66,116,9,8,500,3,6,0,0.5,0,1,0.6
965,80,79,270,200,2,1.0,76,60,70,128,12,9,260,5,2,1,0.5,0,1,0.8999999999999999
966,83,56,190,520,5,0.7999999999999999,118,106,106,28,10,10,180,3,1,0,0.7999999999999999,1,1,1.0
967,103,118,190,840,3,0.6,2,95,90,126,11,13,80,1,5,1,0.5,0,0,1.0
968,79,44,440,790,1,0.6,40,103,38,24,10,7,320,7,1,0,1.0,0,0,0.6
969,24,88,800,540,5,0.6,60,98,94,24,8,12,320,6,8,0,1.0,0,0,0.5
970,108,29,780,920,2,0.7999999999999999,56,86,42,30,9,12,20,8,3,1,0.7999999999999999,0,1,0.5
971,41,42,500,400,5,0.5,22,52,86,116,12,14,80,6,1,1,0.8999999999999999,0,1,1.0
972,84,93,800,730,1,0.8999999999999999,70,124,36,78,12,13,120,1,2,0,0.7999999999999999,0,1,1.0
973,69,52,260,210,3,0.7999999999999999,42,33,72,56,6,6,260,10,1,0,0.5,1,1,0.8999999999999999
974,71,32,370,750,2,0.7,4,44,28,70,9,11,20,8,4,1,0.6,0,1,0.7
975,49,68,120,870,4,1.0,108,60,106,40,9,15,480,7,5,1,0.7,0,1,0.8999999999999999
976,110,99,670,190,4,0.7999999999999999,22,36,116,96,12,14,420,5,6,1,1.0,1,0,0.6
977,74,96,200,570,1,0.7,8,38,62,74,8,8,300,5,5,0,0.7999999999999999,0,1,0.6
978,117,110,280,120,4,0.8999999999999999,110,110,118,88,7,8,260,3,3,1,0.7,0,1,0.5
979,61,63,260,230,1,0.8999999999999999,60,128,70,68,12,7,280,3,1,1,0.5,0,0,0.6
980,104,86,940,740,4,0.5,12,36,94,120,6,11,340,2,6,0,1.0,0,1,0.7999999999999999
981,60,78,940,830,2,0.8999999999999999,72,35,84,38,11,11,380,4,7,0,0.5,0,1,0.8999999999999999
982,114,124,380,220,5,0.7,4,77,46,28,7,8,60,7,3,0,0.7999999999999999,1,1,0.7999999999999999
983,87,47,630,490,5,0.8999999999999999,96,81,90,102,8,6,400,6,1,0,0.5,1,0,0.8999999999999999
984,124,38,100,900,2,1.0,82,29,52,110,11,15,60,3,6,0,1.0,0,1,0.7999999999999999
985,63,57,860,1000,4,0.5,62,87,90,120,9,9,120,2,7,1,0.5,0,0,1.0
986,67,92,600,560,5,1.0,108,51,34,68,12,7,80,8,1,1,1.0,0,1,0.5
987,83,54,940,740,4,0.7,92,73,72,122,11,11,340,6,4,1,0.7,0,1,0.7999999999999999
988,59,64,170,630,1,0.5,94,92,32,70,8,11,260,2,2,1,0.6,0,0,0.5
989,54,105,430,430,3,1.0,62,47,106,30,12,13,160,8,6,1,0.7999999999999999,1,1,0.5
990,59,46,220,860,5,0.7,78,33,34,40,9,14,500,8,6,1,0.5,1,1,0.6
991,39,118,880,160,2,0.5,8,127,128,122,12,15,500,8,2,0,0.5,1,1,0.5
992,26,73,370,1000,2,1.0,122,50,98,88,10,13,440,5,7,0,0.8999999999999999,0,0,0.7999999999999999
993,102,92,770,400,3,0.7,28,24,80,38,12,10,160,9,1,1,0.5,1,0,1.0
994,114,103,290,880,5,0.8999999999999999,96,123,108,108,7,14,20,2,1,1,0.8999999999999999,1,0,0.5
995,30,118,390,500,3,1.0,46,127,32,102,12,11,460,1,2,0,0.5,1,0,0.5
996,94,92,220,500,1,0.7,12,47,56,96,8,6,240,1,7,1,0.6,0,0,0.5
997,105,57,810,610,1,1.0,50,90,98,36,7,13,80,4,8,1,0.5,0,1,0.7
998,62,100,170,120,2,0.8999999999999999,74,102,48,54,8,14,480,6,1,1,0.5,0,1,1.0
999,115,97,600,590,1,0.5,30,82,120,56,7,10,300,8,6,0,0.8999999999999999,0,1,0.5
1000,90,44,450,1000,5,0.8999999999999999,80,38,28,102,7,7,260,9,7,0,0.6,0,1,0.7
1001,46,69,960,520,5,0.5,52,92,36,36,8,9,360,7,6,1,0.8999999999999999,1,1,0.7
1002,56,29,670,120,2,0.5,114,40,118,120,8,8,420,6,1,0,0.8999999999999999,0,1,0.8999999999999999
1003,93,70,840,870,5,1.0,114,53,36,126,7,12,220,2,4,1,0.7999999999999999,1,1,0.5
1004,62,113,210,890,3,0.7999999999999999,88,32,62,76,9,15,60,3,4,1,0.7999999999999999,0,1,0.8999999999999999
1005,82,117,700,110,2,0.5,36,82,40,126,7,16,340,4,8,0,1.0,1,1,0.5
1006,31,56,500,250,2,0.7,66,117,68,30,9,9,100,8,4,1,1.0,1,0,0.6
1007,61,121,860,720,3,0.8999999999999999,2,59,100,102,6,15,340,6,6,0,0.6,0,0,0.7
1008,59,124,980,540,2,1.0,122,123,104,48,10,15,300,8,2,0,0.7,1,1,0.8999999999999999
1009,61,128,680,940,1,1.0,32,35,116,120,9,12,80,6,6,1,0.8999999999999999,0,1,1.0
1010,59,38,600,200,2,0.7999999999999999,46,109,78,46,6,16,140,2,1,1,0.8999999999999999,1,1,0.7999999999999999
1011,39,88,800,530,2,0.6,108,91,84,42,12,11,240,5,2,1,0.8999999999999999,1,0,0.7
1012,50,123,900,550,3,0.6,26,61,104,122,12,10,320,2,7,0,0.6,1,1,0.7999999999999999
1013,67,125,560,260,1,0.6,120,53,80,88,6,7,80,6,5,1,0.7999999999999999,1,1,0.6
1014,45,90,330,810,1,0.6,40,36,40,104,11,16,400,1,5,0,0.7,1,0,0.7
1015,78,30,220,220,3,0.7999999999999999,22,76,100,86,7,10,80,3,7,1,0.7,0,0,0.7999999999999999
1016,39,48,630,920,2,1.0,34,50,78,110,11,13,380,3,4,0,0.7999999999999999,1,0,0.5
1017,119,70,560,300,1,0.7,58,98,84,44,10,8,100,10,1,0,1.0,1,1,0.8999999999999999
1018,39,78,420,1000,2,0.5,116,42,30,76,11,15,280,1,2,0,0.6,0,0,0.6
1019,48,69,250,390,2,0.8999999999999999,108,107,48,62,8,15,200,4,6,1,0.7999999999999999,0,1,0.8999999999999999
1020,41,62,820,730,4,0.6,66,69,54,106,12,13,80,6,2,0,0.5,1,1,0.5
1021,85,101,100,420,4,0.7999999999999999,90,110,42,108,10,10,40,5,2,1,0.6,1,0,0.7999999999999999
1022,37,107,330,120,3,0.7999999999999999,92,104,54,52,9,14,240,6,4,0,0.5,0,1,0.5
1023,68,122,160,750,4,0.7,2,86,30,88,10,13,20,8,2,1,0.7999999999999999,1,1,1.0
1024,94,60,450,510,1,1.0,58,114,56,24,10,9,340,2,1,1,0.6,0,1,0.7999999999999999
1025,116,60,230,140,4,0.6,84,109,88,72,9,9,140,6,2,1,0.7,1,1,0.7999999999999999
1026,82,101,920,740,1,0.7999999999999999,62,53,54,90,6,15,20,7,4,1,1.0,1,1,1.0
1027,80,49,460,540,2,0.8999999999999999,122,53,114,100,9,16,440,3,3,1,0.7,1,0,0.7
1028,118,109,530,730,1,0.7,98,67,100,38,7,6,440,1,4,0,0.6,1,0,0.5
1029,63,27,860,140,5,0.6,28,46,96,92,7,14,360,9,7,1,0.8999999999999999,0,0,0.7
1030,95,77,370,700,2,0.7999999999999999,68,101,106,128,7,10,480,3,1,0,0.7,1,1,0.8999999999999999
1031,41,126,400,820,1,0.5,34,45,78,108,8,13,120,1,5,0,0.7,0,1,0.7
1032,26,38,790,280,5,0.8999999999999999,22,77,98,120,11,11,440,5,3,0,1.0,1,1,0.8999999999999999
1033,45,105,590,120,4,0.8999999999999999,110,61,104,56,12,10,120,2,6,1,0.8999999999999999,0,1,0.7
1034,119,71,990,710,1,0.5,68,43,92,84,6,11,240,2,5,1,0.7999999999999999,0,1,0.5
1035,39,112,510,300,4,0.5,86,111,86,92,11,14,400,1,4,1,0.7,1,0,0.5
1036,80,29,840,620,5,0.6,100,88,126,30,8,14,40,9,5,1,0.8999999999999999,1,0,1.0
1037,123,80,290,130,4,0.7,86,41,62,54,8,11,300,1,1,0,0.6,0,1,0.7999999999999999
1038,128,48,730,260,5,0.5,112,58,40,116,6,14,20,5,5,1,1.0,1,1,0.5
