,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.shuffle.sort.bypassMergeThreshold,spark.speculation.interval,spark.speculation.multiplier,spark.speculation.quantile,spark.broadcast.blockSize,spark.io.compression.snappy.blockSize,spark.kryoserializer.buffer.max,spark.kryoserializer.buffer,spark.driver.memory,spark.executor.memory,spark.network.timeout,spark.locality.wait,spark.task.maxFailures,spark.shuffle.compress,spark.memory.fraction,spark.shuffle.spill.compress,spark.broadcast.compress,spark.memory.storageFraction
1564,87m,121k,410,950ms,2,0.7999999999999999,18m,88k,52m,30k,6g,14g,160s,2s,8,false,0.6,true,false,0.7999999999999999
1565,79m,39k,270,450ms,4,0.7,90m,117k,124m,118k,11g,9g,440s,10s,3,true,0.9999999999999999,false,true,0.7999999999999999
1566,112m,59k,650,500ms,3,0.6,26m,33k,66m,120k,9g,14g,280s,8s,3,false,0.5,true,false,0.7
1567,103m,58k,120,660ms,4,0.6,120m,93k,94m,66k,7g,14g,420s,8s,5,false,0.8999999999999999,false,true,0.5
1568,64m,51k,410,900ms,4,0.9999999999999999,52m,111k,98m,48k,9g,10g,80s,4s,2,false,0.5,true,true,0.6
1569,72m,64k,300,660ms,1,0.8999999999999999,4m,98k,118m,76k,8g,10g,20s,10s,1,false,0.7,false,false,0.7999999999999999
1570,125m,117k,140,960ms,4,0.9999999999999999,112m,53k,72m,72k,12g,11g,300s,2s,7,true,0.5,true,false,0.8999999999999999
1571,115m,65k,940,370ms,5,0.5,120m,109k,100m,28k,9g,11g,180s,2s,7,false,0.7999999999999999,true,false,0.7999999999999999
1572,45m,122k,110,820ms,2,0.6,42m,90k,108m,94k,11g,9g,160s,10s,3,true,0.5,false,true,0.6
1573,99m,53k,330,570ms,4,0.7,98m,96k,52m,38k,12g,9g,160s,8s,1,false,0.5,true,true,0.8999999999999999
1574,74m,77k,790,790ms,2,0.7,26m,33k,66m,26k,9g,6g,300s,3s,6,false,0.7999999999999999,true,false,0.9999999999999999
1575,72m,54k,300,790ms,5,0.5,10m,88k,66m,116k,12g,7g,120s,3s,6,true,0.5,false,true,0.7
1576,88m,79k,1000,780ms,4,0.5,90m,102k,128m,82k,8g,13g,400s,2s,2,true,0.7,true,false,0.7
1577,41m,69k,450,910ms,4,0.5,70m,126k,44m,98k,12g,8g,40s,7s,7,true,0.9999999999999999,false,false,0.7999999999999999
1578,48m,102k,180,810ms,3,0.8999999999999999,76m,58k,72m,96k,9g,7g,20s,5s,2,false,0.6,false,true,0.7999999999999999
1579,67m,95k,910,450ms,1,0.7,74m,64k,86m,96k,6g,7g,200s,5s,5,false,0.7999999999999999,true,false,0.6
1580,112m,28k,930,730ms,4,0.8999999999999999,54m,25k,62m,58k,7g,6g,40s,3s,1,true,0.5,true,true,0.7999999999999999
1581,49m,89k,730,230ms,4,0.5,62m,77k,34m,92k,12g,8g,380s,8s,8,true,0.8999999999999999,false,false,0.8999999999999999
1582,56m,125k,100,500ms,2,0.9999999999999999,112m,49k,72m,82k,6g,9g,480s,5s,1,true,0.9999999999999999,true,false,0.5
1583,81m,78k,940,510ms,2,0.7999999999999999,26m,37k,92m,86k,6g,15g,20s,8s,5,true,0.8999999999999999,false,false,0.8999999999999999
1584,102m,107k,370,290ms,1,0.8999999999999999,58m,86k,120m,90k,8g,11g,280s,4s,4,true,0.7,true,false,0.8999999999999999
1585,71m,120k,750,910ms,3,0.7999999999999999,74m,128k,96m,56k,7g,15g,60s,1s,5,false,0.5,true,true,0.5
1586,77m,70k,520,860ms,5,0.7,30m,87k,34m,72k,9g,13g,80s,4s,8,false,0.8999999999999999,true,false,0.7
1587,24m,90k,600,280ms,3,0.9999999999999999,50m,127k,48m,46k,7g,7g,100s,6s,4,true,0.5,false,true,0.5
1588,27m,28k,220,580ms,3,0.9999999999999999,126m,53k,38m,96k,12g,13g,260s,2s,8,true,0.7,false,false,0.9999999999999999
1589,110m,70k,1000,550ms,1,0.7,70m,41k,62m,82k,7g,8g,480s,4s,4,false,0.7,true,true,0.8999999999999999
1590,105m,118k,640,260ms,2,0.7,78m,118k,38m,96k,8g,10g,80s,5s,1,false,0.7,true,true,0.7
1591,42m,25k,590,650ms,2,0.7,12m,97k,24m,38k,7g,9g,200s,2s,4,false,0.9999999999999999,true,false,0.9999999999999999
1592,97m,41k,500,270ms,3,0.6,100m,34k,70m,126k,10g,12g,400s,4s,3,true,0.7,true,false,0.7999999999999999
1593,58m,123k,210,440ms,2,0.9999999999999999,104m,47k,32m,90k,6g,12g,420s,5s,8,false,0.8999999999999999,false,false,0.9999999999999999
1594,109m,72k,880,700ms,3,0.7,118m,39k,42m,94k,8g,13g,160s,8s,4,true,0.8999999999999999,true,true,0.5
1595,99m,59k,920,210ms,4,0.5,98m,45k,68m,44k,7g,7g,240s,5s,3,true,0.9999999999999999,false,true,0.6
1596,118m,44k,540,640ms,1,0.6,78m,102k,120m,82k,9g,14g,140s,6s,1,false,0.7999999999999999,false,true,0.7
1597,24m,117k,920,110ms,4,0.8999999999999999,72m,71k,92m,106k,6g,16g,220s,6s,7,false,0.5,false,false,0.7999999999999999
1598,111m,52k,350,710ms,1,0.7,88m,45k,86m,42k,9g,6g,320s,5s,8,false,0.7,false,true,0.7999999999999999
1599,115m,77k,750,890ms,2,0.7999999999999999,108m,77k,98m,122k,6g,6g,480s,5s,3,true,0.7999999999999999,true,false,0.9999999999999999
1600,76m,70k,180,440ms,5,0.6,76m,88k,54m,36k,7g,13g,160s,10s,3,true,0.8999999999999999,true,false,0.7999999999999999
1601,66m,123k,280,890ms,4,0.8999999999999999,108m,26k,96m,62k,12g,8g,320s,10s,1,false,0.8999999999999999,true,true,0.9999999999999999
1602,32m,45k,840,760ms,2,0.7999999999999999,110m,35k,32m,102k,12g,12g,120s,6s,4,true,0.7,false,true,0.7999999999999999
1603,39m,98k,510,970ms,5,0.7999999999999999,76m,125k,84m,50k,9g,12g,260s,10s,8,false,0.8999999999999999,true,true,0.7
1604,37m,97k,730,210ms,3,0.8999999999999999,122m,115k,48m,68k,8g,12g,120s,6s,4,true,0.5,false,false,0.5
1605,38m,121k,100,580ms,2,0.9999999999999999,28m,29k,28m,34k,10g,15g,260s,8s,3,false,0.7,false,true,0.9999999999999999
1606,56m,55k,850,570ms,2,0.7999999999999999,44m,29k,110m,26k,11g,13g,340s,7s,6,false,0.9999999999999999,true,true,0.9999999999999999
1607,67m,54k,660,630ms,3,0.6,36m,46k,50m,66k,12g,16g,400s,9s,8,false,0.7999999999999999,true,false,0.9999999999999999
1608,26m,66k,750,840ms,2,0.6,52m,102k,86m,36k,9g,11g,480s,10s,8,false,0.9999999999999999,true,false,0.5
1609,124m,43k,850,720ms,2,0.7,98m,76k,88m,122k,6g,8g,180s,3s,1,false,0.8999999999999999,true,false,0.9999999999999999
1610,88m,83k,250,940ms,4,0.6,106m,32k,24m,120k,12g,11g,120s,7s,1,false,0.8999999999999999,true,true,0.8999999999999999
1611,38m,36k,130,170ms,2,0.7,64m,90k,40m,114k,12g,14g,220s,1s,6,true,0.8999999999999999,false,true,0.5
1612,64m,80k,660,370ms,1,0.7,48m,112k,106m,94k,9g,9g,400s,8s,7,true,0.6,true,false,0.6
1613,48m,115k,570,530ms,4,0.8999999999999999,14m,79k,78m,102k,10g,7g,100s,1s,8,true,0.7999999999999999,false,true,0.9999999999999999
1614,84m,116k,770,370ms,5,0.7,16m,70k,40m,114k,6g,7g,240s,1s,7,true,0.7,true,false,0.6
1615,120m,26k,970,920ms,2,0.6,62m,41k,30m,118k,11g,15g,500s,7s,1,true,0.8999999999999999,true,true,0.5
1616,47m,97k,450,540ms,4,0.7,72m,98k,112m,84k,9g,7g,120s,3s,4,false,0.9999999999999999,true,true,0.5
1617,70m,59k,680,660ms,1,0.8999999999999999,116m,106k,66m,26k,6g,14g,440s,10s,6,false,0.7,true,false,0.7999999999999999
1618,43m,82k,690,460ms,5,0.7,70m,32k,86m,28k,12g,7g,340s,2s,6,true,0.7999999999999999,true,false,0.6
1619,27m,70k,700,540ms,4,0.7,6m,84k,100m,54k,7g,12g,460s,2s,1,false,0.5,true,false,0.8999999999999999
1620,40m,104k,280,490ms,3,0.6,112m,87k,62m,100k,11g,6g,260s,2s,8,true,0.8999999999999999,false,false,0.5
1621,40m,33k,400,790ms,2,0.6,46m,125k,42m,38k,7g,8g,500s,2s,5,false,0.9999999999999999,true,false,0.6
1622,111m,93k,260,800ms,3,0.9999999999999999,88m,108k,106m,58k,6g,9g,220s,6s,4,false,0.7999999999999999,true,true,0.8999999999999999
1623,34m,40k,650,330ms,4,0.7,24m,54k,54m,78k,12g,15g,240s,7s,1,true,0.5,true,false,0.5
1624,92m,52k,220,910ms,2,0.7,86m,100k,56m,106k,6g,10g,280s,4s,3,true,0.8999999999999999,false,false,0.6
1625,48m,122k,530,630ms,5,0.5,90m,64k,106m,32k,7g,12g,460s,7s,5,true,0.6,true,true,0.9999999999999999
1626,53m,102k,790,910ms,4,0.9999999999999999,26m,66k,30m,118k,10g,10g,140s,2s,7,true,0.5,false,false,0.7999999999999999
1627,79m,26k,180,510ms,2,0.7,76m,75k,98m,42k,11g,11g,260s,7s,1,true,0.9999999999999999,false,true,0.8999999999999999
1628,69m,70k,920,650ms,5,0.7999999999999999,78m,100k,74m,80k,10g,10g,400s,8s,6,false,0.9999999999999999,false,false,0.5
1629,61m,65k,260,330ms,4,0.9999999999999999,84m,83k,30m,64k,9g,7g,440s,1s,8,false,0.6,false,true,0.7
1630,99m,62k,630,560ms,1,0.6,48m,29k,96m,28k,9g,6g,280s,10s,8,true,0.7999999999999999,false,false,0.6
1631,78m,76k,620,340ms,5,0.7,104m,116k,24m,28k,11g,10g,300s,3s,4,true,0.7,false,false,0.9999999999999999
1632,115m,30k,610,240ms,1,0.6,78m,125k,70m,82k,10g,10g,200s,8s,1,true,0.5,false,false,0.5
1633,128m,116k,960,840ms,3,0.6,80m,70k,28m,80k,9g,9g,140s,10s,5,false,0.7,false,true,0.8999999999999999
1634,64m,88k,510,880ms,1,0.9999999999999999,74m,115k,108m,68k,10g,10g,180s,7s,3,true,0.5,false,true,0.7
1635,27m,76k,190,550ms,4,0.9999999999999999,98m,84k,90m,102k,10g,6g,120s,6s,6,true,0.8999999999999999,false,true,0.7
1636,79m,41k,140,340ms,1,0.7,24m,103k,36m,28k,7g,8g,240s,8s,6,true,0.8999999999999999,true,true,0.8999999999999999
1637,120m,99k,840,100ms,3,0.8999999999999999,84m,40k,98m,64k,11g,9g,120s,9s,8,true,0.8999999999999999,true,true,0.8999999999999999
1638,36m,52k,970,720ms,4,0.7,46m,41k,48m,28k,9g,10g,60s,5s,5,false,0.5,true,false,0.6
1639,67m,104k,210,930ms,3,0.8999999999999999,46m,113k,80m,96k,6g,10g,320s,3s,4,false,0.7,true,false,0.9999999999999999
1640,39m,85k,470,860ms,4,0.7,68m,33k,74m,126k,12g,12g,220s,2s,2,false,0.7,true,false,0.6
1641,37m,108k,590,740ms,4,0.5,82m,37k,46m,88k,9g,12g,80s,3s,5,true,0.7999999999999999,true,false,0.5
1642,43m,60k,580,820ms,3,0.7999999999999999,26m,42k,70m,84k,12g,14g,340s,4s,8,true,0.7999999999999999,false,true,0.7999999999999999
1643,119m,98k,440,450ms,4,0.6,106m,46k,90m,108k,10g,14g,340s,1s,7,true,0.6,true,false,0.5
1644,116m,86k,880,930ms,1,0.7999999999999999,66m,123k,108m,42k,6g,11g,360s,8s,7,true,0.8999999999999999,true,true,0.6
1645,101m,33k,540,390ms,3,0.5,36m,100k,50m,90k,8g,14g,20s,3s,4,false,0.6,true,true,0.7999999999999999
1646,75m,70k,910,490ms,2,0.5,60m,116k,44m,106k,9g,13g,400s,4s,6,false,0.6,true,true,0.7
1647,29m,34k,300,610ms,3,0.8999999999999999,126m,101k,96m,114k,10g,13g,380s,4s,3,true,0.8999999999999999,false,false,0.6
1648,100m,116k,690,640ms,2,0.6,74m,106k,40m,74k,6g,12g,140s,9s,1,true,0.5,false,false,0.5
1649,115m,43k,680,120ms,3,0.7,72m,63k,90m,88k,12g,8g,460s,10s,5,false,0.9999999999999999,true,true,0.6
1650,64m,115k,100,670ms,2,0.5,96m,81k,70m,38k,8g,11g,440s,8s,5,false,0.9999999999999999,true,true,0.7999999999999999
1651,96m,94k,600,470ms,3,0.6,62m,75k,90m,84k,9g,10g,340s,10s,3,false,0.9999999999999999,false,false,0.7999999999999999
1652,64m,114k,200,340ms,3,0.8999999999999999,126m,89k,82m,50k,12g,10g,140s,3s,4,false,0.8999999999999999,false,true,0.8999999999999999
1653,38m,60k,210,580ms,2,0.7999999999999999,42m,107k,104m,118k,12g,8g,260s,3s,4,false,0.6,false,true,0.7999999999999999
1654,59m,103k,190,850ms,1,0.8999999999999999,10m,35k,88m,114k,6g,6g,500s,9s,6,true,0.7,false,false,0.6
1655,107m,119k,220,330ms,4,0.7,6m,28k,46m,68k,11g,10g,200s,10s,1,true,0.7999999999999999,false,false,0.8999999999999999
1656,123m,35k,360,520ms,4,0.5,32m,62k,54m,100k,12g,11g,400s,1s,8,false,0.8999999999999999,true,true,0.7999999999999999
1657,25m,37k,570,120ms,1,0.7,40m,66k,102m,76k,9g,8g,80s,8s,2,true,0.7,false,false,0.5
1658,31m,37k,250,790ms,5,0.5,50m,116k,34m,40k,9g,7g,420s,8s,7,true,0.7,true,true,0.6
1659,42m,79k,740,170ms,5,0.5,74m,81k,100m,90k,12g,9g,280s,7s,7,true,0.8999999999999999,false,true,0.7
1660,94m,123k,760,160ms,1,0.9999999999999999,32m,111k,78m,60k,7g,16g,460s,10s,7,true,0.7,false,false,0.7
1661,86m,93k,960,620ms,1,0.5,110m,37k,86m,94k,9g,10g,120s,6s,3,true,0.6,true,true,0.5
1662,38m,86k,880,470ms,2,0.5,126m,59k,78m,32k,12g,8g,320s,7s,2,false,0.7,false,false,0.7
1663,83m,30k,440,820ms,4,0.9999999999999999,70m,43k,28m,90k,9g,15g,160s,2s,7,true,0.6,false,true,0.7
1664,100m,128k,800,610ms,2,0.8999999999999999,106m,96k,72m,96k,10g,8g,360s,7s,6,true,0.9999999999999999,false,false,0.5
1665,93m,43k,460,250ms,5,0.7,34m,50k,126m,124k,10g,12g,300s,3s,1,true,0.7,false,false,0.7
1666,125m,116k,540,960ms,1,0.6,100m,108k,48m,30k,6g,8g,280s,7s,1,false,0.6,false,true,0.8999999999999999
1667,99m,125k,440,760ms,4,0.8999999999999999,54m,119k,76m,106k,12g,10g,340s,6s,1,false,0.7999999999999999,false,true,0.9999999999999999
1668,90m,83k,100,250ms,5,0.6,106m,55k,66m,82k,8g,11g,20s,7s,4,true,0.5,true,false,0.7999999999999999
1669,27m,73k,770,480ms,2,0.7,94m,55k,88m,72k,9g,9g,240s,10s,5,true,0.5,true,true,0.9999999999999999
1670,62m,27k,790,470ms,4,0.8999999999999999,32m,117k,24m,100k,6g,14g,80s,6s,6,false,0.9999999999999999,false,false,0.7
1671,125m,60k,510,970ms,4,0.6,42m,106k,102m,38k,11g,10g,20s,7s,5,false,0.7999999999999999,false,false,0.5
1672,45m,88k,530,460ms,3,0.5,20m,106k,88m,88k,8g,10g,240s,8s,2,true,0.7999999999999999,true,false,0.6
1673,100m,40k,210,580ms,4,0.9999999999999999,6m,74k,62m,46k,6g,6g,80s,5s,4,false,0.7,false,false,0.7999999999999999
1674,84m,101k,290,690ms,4,0.7,24m,27k,50m,38k,12g,7g,120s,3s,2,true,0.7,false,true,0.6
1675,54m,53k,300,740ms,1,0.6,96m,111k,50m,72k,9g,8g,40s,3s,1,true,0.8999999999999999,false,false,0.5
1676,113m,68k,700,780ms,2,0.7,28m,40k,94m,28k,9g,6g,260s,7s,7,false,0.8999999999999999,false,true,0.7
1677,46m,27k,790,540ms,2,0.6,128m,121k,44m,66k,11g,13g,380s,10s,4,true,0.6,true,true,0.7
1678,128m,119k,220,370ms,5,0.8999999999999999,64m,112k,56m,48k,11g,9g,340s,1s,4,true,0.7999999999999999,false,false,0.7
1679,94m,52k,340,630ms,3,0.6,68m,56k,24m,42k,6g,10g,60s,3s,5,false,0.5,false,true,0.7999999999999999
1680,47m,95k,530,690ms,4,0.5,128m,90k,36m,52k,10g,12g,220s,2s,8,false,0.7,true,true,0.5
1681,53m,27k,890,370ms,5,0.9999999999999999,122m,82k,24m,92k,6g,7g,420s,3s,6,true,0.7,true,false,0.8999999999999999
1682,67m,107k,460,500ms,2,0.5,100m,69k,54m,44k,8g,13g,240s,7s,7,false,0.9999999999999999,false,true,0.8999999999999999
1683,80m,98k,650,900ms,1,0.8999999999999999,88m,28k,82m,112k,7g,8g,120s,6s,2,false,0.7,false,false,0.9999999999999999
1684,28m,119k,990,350ms,1,0.5,48m,125k,32m,104k,7g,6g,360s,5s,5,true,0.8999999999999999,false,true,0.9999999999999999
1685,76m,118k,800,110ms,4,0.7,58m,37k,80m,92k,11g,14g,360s,9s,7,false,0.5,false,false,0.6
1686,119m,37k,700,360ms,5,0.9999999999999999,128m,109k,54m,88k,12g,16g,400s,1s,5,true,0.5,false,true,0.9999999999999999
1687,70m,66k,650,120ms,3,0.5,8m,88k,120m,62k,12g,10g,60s,8s,2,false,0.5,true,false,0.9999999999999999
1688,117m,82k,400,140ms,4,0.7,72m,116k,100m,26k,12g,12g,200s,1s,5,true,0.6,false,false,0.9999999999999999
1689,88m,87k,730,760ms,2,0.8999999999999999,112m,55k,52m,24k,11g,13g,220s,9s,2,false,0.7,false,false,0.7999999999999999
1690,64m,61k,230,300ms,3,0.7999999999999999,58m,104k,56m,114k,10g,8g,140s,9s,4,true,0.7999999999999999,true,false,0.7999999999999999
1691,68m,62k,230,380ms,3,0.6,64m,28k,96m,50k,6g,8g,220s,4s,4,false,0.9999999999999999,false,false,0.7999999999999999
1692,69m,60k,330,520ms,5,0.9999999999999999,98m,111k,120m,62k,6g,11g,140s,1s,8,true,0.7999999999999999,true,false,0.8999999999999999
1693,99m,91k,640,320ms,4,0.9999999999999999,32m,34k,90m,46k,7g,13g,440s,5s,8,true,0.6,false,false,0.7999999999999999
1694,37m,62k,940,770ms,4,0.7999999999999999,44m,80k,46m,112k,12g,9g,260s,6s,6,true,0.8999999999999999,false,true,0.6
1695,110m,86k,480,610ms,4,0.7999999999999999,68m,77k,122m,50k,8g,7g,500s,9s,7,true,0.7999999999999999,false,true,0.9999999999999999
1696,49m,95k,570,380ms,1,0.5,100m,103k,74m,26k,12g,7g,100s,8s,2,true,0.9999999999999999,false,true,0.7999999999999999
1697,24m,71k,770,930ms,5,0.7999999999999999,104m,65k,106m,44k,10g,13g,40s,5s,4,false,0.8999999999999999,false,true,0.9999999999999999
1698,62m,105k,840,440ms,4,0.7,78m,33k,74m,112k,6g,11g,100s,7s,8,true,0.6,true,false,0.7
1699,37m,126k,510,810ms,3,0.7999999999999999,124m,29k,118m,106k,6g,12g,60s,6s,3,false,0.5,true,true,0.7999999999999999
1700,36m,99k,570,1000ms,3,0.5,102m,24k,106m,88k,10g,12g,440s,1s,5,true,0.9999999999999999,true,true,0.5
1701,77m,83k,580,120ms,1,0.9999999999999999,96m,92k,64m,40k,9g,7g,320s,1s,5,false,0.6,false,true,0.9999999999999999
1702,69m,89k,650,380ms,5,0.9999999999999999,10m,52k,52m,88k,6g,6g,460s,4s,8,true,0.9999999999999999,false,false,0.6
1703,47m,60k,990,570ms,4,0.9999999999999999,126m,58k,114m,44k,11g,9g,80s,5s,3,true,0.9999999999999999,false,false,0.9999999999999999
1704,102m,60k,550,460ms,3,0.9999999999999999,90m,49k,58m,82k,9g,16g,200s,6s,8,false,0.7,true,false,0.7999999999999999
1705,73m,123k,140,240ms,5,0.6,104m,46k,106m,124k,6g,16g,120s,5s,1,false,0.9999999999999999,false,false,0.7999999999999999
1706,72m,48k,260,980ms,3,0.9999999999999999,62m,114k,44m,44k,8g,10g,460s,8s,8,false,0.7,false,true,0.7
1707,92m,81k,610,640ms,3,0.5,116m,120k,84m,124k,7g,12g,140s,8s,8,false,0.8999999999999999,true,false,0.8999999999999999
1708,47m,103k,170,430ms,2,0.7999999999999999,80m,112k,82m,34k,8g,8g,360s,7s,5,false,0.7999999999999999,true,true,0.7
1709,113m,122k,680,390ms,1,0.9999999999999999,94m,117k,48m,106k,6g,7g,480s,6s,1,true,0.6,true,false,0.5
1710,121m,122k,130,840ms,1,0.8999999999999999,86m,40k,54m,78k,10g,11g,40s,3s,4,false,0.8999999999999999,true,false,0.8999999999999999
1711,95m,82k,860,480ms,5,0.7,8m,42k,96m,26k,10g,11g,280s,7s,3,true,0.6,false,false,0.6
1712,111m,33k,370,920ms,1,0.6,126m,100k,62m,52k,7g,6g,440s,3s,3,true,0.5,false,true,0.8999999999999999
1713,25m,104k,470,910ms,5,0.8999999999999999,26m,38k,38m,72k,9g,7g,480s,8s,1,false,0.8999999999999999,false,false,0.5
1714,113m,125k,930,750ms,2,0.8999999999999999,16m,84k,54m,60k,7g,15g,200s,1s,8,false,0.8999999999999999,false,true,0.8999999999999999
1715,44m,85k,980,750ms,5,0.7999999999999999,2m,34k,84m,120k,11g,12g,80s,3s,5,false,0.5,true,true,0.7999999999999999
1716,57m,93k,180,260ms,5,0.7999999999999999,70m,70k,128m,36k,7g,6g,400s,10s,7,false,0.9999999999999999,false,true,0.5
1717,50m,123k,230,250ms,2,0.6,70m,69k,60m,116k,11g,10g,400s,1s,5,true,0.5,false,false,0.7
1718,110m,78k,440,810ms,5,0.6,84m,29k,24m,86k,10g,9g,500s,5s,4,true,0.5,true,true,0.7
1719,90m,97k,900,140ms,4,0.8999999999999999,72m,59k,34m,110k,10g,7g,100s,10s,1,true,0.9999999999999999,true,false,0.8999999999999999
1720,96m,36k,230,850ms,2,0.8999999999999999,30m,78k,34m,102k,8g,12g,60s,7s,6,false,0.5,true,false,0.9999999999999999
1721,78m,94k,110,840ms,3,0.5,86m,89k,52m,68k,11g,7g,440s,7s,3,false,0.7999999999999999,true,true,0.8999999999999999
1722,43m,128k,890,890ms,5,0.7,18m,81k,106m,88k,6g,15g,160s,3s,3,false,0.5,true,false,0.8999999999999999
1723,31m,100k,560,700ms,4,0.5,62m,41k,108m,84k,11g,6g,20s,4s,3,false,0.6,true,true,0.7
1724,108m,53k,380,130ms,3,0.7,60m,64k,94m,120k,8g,7g,500s,8s,7,true,0.5,true,true,0.8999999999999999
1725,69m,106k,450,120ms,1,0.8999999999999999,92m,103k,64m,90k,9g,15g,280s,5s,6,false,0.7999999999999999,false,true,0.9999999999999999
1726,62m,127k,670,260ms,4,0.7,96m,79k,66m,116k,8g,7g,60s,7s,5,false,0.7,true,false,0.9999999999999999
1727,84m,61k,670,690ms,5,0.7999999999999999,30m,42k,108m,110k,10g,10g,40s,6s,2,false,0.6,true,true,0.7
1728,40m,42k,720,150ms,4,0.5,70m,28k,98m,62k,7g,6g,280s,6s,5,false,0.8999999999999999,true,true,0.7
1729,54m,58k,150,960ms,1,0.6,120m,34k,100m,74k,10g,6g,480s,9s,8,false,0.5,true,true,0.6
1730,120m,49k,270,990ms,4,0.7,62m,117k,68m,44k,7g,9g,400s,8s,7,false,0.5,false,false,0.6
1731,65m,67k,450,930ms,5,0.9999999999999999,38m,86k,68m,112k,9g,7g,20s,5s,5,true,0.6,false,false,0.6
1732,34m,77k,610,490ms,3,0.5,74m,96k,30m,62k,12g,16g,40s,10s,7,false,0.8999999999999999,false,true,0.8999999999999999
1733,124m,52k,590,270ms,4,0.9999999999999999,70m,24k,46m,26k,12g,8g,300s,1s,7,false,0.9999999999999999,false,true,0.8999999999999999
1734,25m,35k,160,740ms,4,0.7999999999999999,4m,32k,126m,118k,11g,14g,380s,7s,5,true,0.6,false,false,0.7999999999999999
1735,96m,58k,800,640ms,5,0.7,68m,46k,88m,42k,10g,8g,220s,4s,2,false,0.9999999999999999,true,false,0.7
1736,56m,88k,850,980ms,1,0.8999999999999999,66m,34k,70m,48k,11g,6g,180s,9s,7,false,0.9999999999999999,false,true,0.7999999999999999
1737,41m,32k,640,950ms,3,0.7,50m,90k,76m,96k,6g,14g,260s,10s,2,false,0.8999999999999999,true,false,0.8999999999999999
1738,105m,81k,250,890ms,3,0.7999999999999999,6m,127k,44m,100k,8g,14g,180s,8s,1,false,0.5,true,false,0.6
1739,30m,110k,450,960ms,2,0.5,60m,28k,102m,56k,10g,8g,160s,8s,2,false,0.9999999999999999,true,true,0.7
1740,117m,111k,380,1000ms,2,0.6,84m,38k,40m,114k,12g,12g,300s,1s,6,false,0.9999999999999999,false,true,0.8999999999999999
1741,111m,40k,770,680ms,3,0.5,60m,119k,58m,102k,12g,9g,400s,1s,8,true,0.7,true,true,0.8999999999999999
1742,25m,90k,320,500ms,1,0.8999999999999999,64m,103k,80m,114k,10g,10g,480s,5s,7,true,0.6,false,true,0.7
1743,86m,37k,350,400ms,1,0.9999999999999999,66m,48k,80m,36k,11g,11g,420s,1s,5,true,0.9999999999999999,false,false,0.7
1744,109m,65k,570,890ms,1,0.7999999999999999,112m,100k,102m,38k,6g,10g,300s,9s,8,false,0.8999999999999999,false,true,0.9999999999999999
1745,95m,24k,930,340ms,3,0.8999999999999999,94m,35k,44m,60k,6g,10g,220s,3s,8,true,0.8999999999999999,false,true,0.8999999999999999
1746,116m,119k,430,120ms,3,0.8999999999999999,94m,43k,52m,84k,6g,11g,40s,5s,8,true,0.7,true,true,0.7
1747,89m,103k,140,390ms,3,0.7,8m,43k,128m,112k,9g,10g,420s,7s,3,true,0.7,false,false,0.6
1748,127m,118k,410,480ms,5,0.7999999999999999,116m,50k,88m,60k,11g,8g,300s,10s,6,true,0.5,false,false,0.7999999999999999
1749,80m,48k,1000,590ms,3,0.9999999999999999,32m,122k,114m,90k,7g,11g,500s,7s,2,true,0.7,true,true,0.7999999999999999
1750,112m,83k,550,640ms,2,0.7999999999999999,96m,65k,112m,52k,12g,14g,160s,6s,6,true,0.9999999999999999,false,false,0.9999999999999999
1751,29m,121k,200,610ms,1,0.8999999999999999,4m,45k,34m,42k,9g,11g,500s,8s,5,true,0.8999999999999999,false,true,0.8999999999999999
1752,107m,44k,850,860ms,5,0.7999999999999999,124m,52k,114m,42k,7g,7g,340s,6s,7,false,0.6,true,false,0.6
1753,49m,99k,330,870ms,2,0.5,92m,73k,94m,116k,8g,8g,380s,7s,3,true,0.6,false,true,0.7
1754,61m,83k,330,320ms,4,0.6,58m,63k,62m,84k,10g,6g,180s,2s,5,false,0.8999999999999999,false,false,0.7999999999999999
1755,110m,43k,670,620ms,1,0.8999999999999999,10m,31k,64m,44k,9g,14g,420s,9s,2,false,0.7,false,false,0.6
1756,94m,70k,410,800ms,4,0.6,40m,109k,44m,108k,7g,16g,480s,10s,4,false,0.6,true,true,0.9999999999999999
1757,37m,108k,380,120ms,5,0.9999999999999999,110m,44k,86m,80k,10g,6g,380s,9s,5,true,0.6,false,false,0.8999999999999999
1758,83m,96k,480,780ms,1,0.5,18m,126k,76m,122k,10g,7g,240s,9s,8,true,0.7,true,false,0.5
1759,118m,57k,340,650ms,4,0.5,16m,78k,66m,32k,12g,15g,180s,5s,1,false,0.9999999999999999,false,true,0.8999999999999999
1760,43m,120k,860,730ms,3,0.7999999999999999,116m,57k,68m,40k,8g,6g,200s,9s,6,false,0.5,true,true,0.5
1761,31m,72k,370,360ms,1,0.7,94m,52k,42m,42k,9g,6g,60s,8s,3,true,0.5,false,false,0.6
1762,30m,79k,130,860ms,3,0.8999999999999999,86m,34k,96m,34k,7g,16g,400s,7s,7,false,0.6,false,true,0.7
1763,110m,27k,670,590ms,5,0.5,70m,104k,110m,28k,9g,12g,460s,2s,6,true,0.9999999999999999,false,true,0.7
1764,70m,75k,140,520ms,5,0.7999999999999999,64m,75k,26m,68k,12g,13g,360s,4s,8,false,0.8999999999999999,true,false,0.6
